parliament,constituency,constituency_old_name,winner,winner_coalition,winner_party,votes_winner,votes_winner_pct,opponent,opponent_coalition,opponent_party,votes_opponent,votes_opponent_pct,majority,incumbent,incumbent_coalition,incumbent_party,eligible_voters,voter_turnout,voter_turnout_pct,spoilt_votes,spoilt_votes_pct,parliament_number,state,parliament_status,incumbent_contesting
P001,Padang Besar,NA,Zahidi Zainul Abidin  ,BN,UMNO,15032,32.6,Izizam Ibrahim  ,PH,PPBM,13594,29.5,1438,Zahidi Zainul Abidin  ,BN,UMNO,46098,37432,81.2,932,81.2,1,Perlis,Opposition,Yes
P001,Padang Besar,NA,Zahidi Zainul Abidin  ,BN,UMNO,15032,32.6,Mokhtar Senik  ,GS,PAS,7874,17.1,1438,Zahidi Zainul Abidin  ,BN,UMNO,46098,37432,81.2,932,81.2,1,Perlis,Opposition,Yes
P002,Kangar,NA,Noor Amin Ahmad  ,PH,PKR,20909,37.4,Ramli Shariff  ,BN,UMNO,15306,27.4,5603,Shaharuddin Ismail  ,BN,UMNO,55940,45703,81.7,1023,81.7,2,Perlis,Government,No
P002,Kangar,NA,Noor Amin Ahmad  ,PH,PKR,20909,37.4,Mohamad Zahid Ibrahim  ,GS,PAS,8465,15.1,5603,Shaharuddin Ismail  ,BN,UMNO,55940,45703,81.7,1023,81.7,2,Perlis,Government,No
P003,Arau,NA,Shahidan Kassim  ,BN,UMNO,16547,34.3,Abd Rahman Daud  ,PH,PPBM,11691,24.3,4856,Shahidan Kassim  ,BN,UMNO,48191,40433,83.9,833,83.9,3,Perlis,Opposition,Yes
P003,Arau,NA,Shahidan Kassim  ,BN,UMNO,16547,34.3,Hashim Jasin ,GS,PAS,11362,23.6,4856,Shahidan Kassim  ,BN,UMNO,48191,40433,83.9,833,83.9,3,Perlis,Opposition,Yes
P004,Langkawi,NA,Mahathir Mohamad ,PH,PPBM,18954,44.4,Nawawi Ahmad  ,BN,UMNO,10061,23.6,8893,Nawawi Ahmad  ,BN,UMNO,42675,35250,82.6,723,82.6,4,Kedah,Government,Yes
P004,Langkawi,NA,Mahathir Mohamad ,PH,PPBM,18954,44.4,Zubir Ahmad  ,GS,PAS,5512,12.9,8893,Nawawi Ahmad  ,BN,UMNO,42675,35250,82.6,723,82.6,4,Kedah,Government,Yes
P005,Jerlun,NA,Mukhriz Mahathir ,PH,PPBM,18695,34.5,Abd Ghani Ahmad  ,GS,PAS,12829,23.7,5866,Othman Aziz  ,BN,UMNO,54132,44822,82.8,885,82.8,5,Kedah,Government,Yes
P005,Jerlun,NA,Mukhriz Mahathir ,PH,PPBM,18695,34.5,Othman Aziz  ,BN,UMNO,12413,22.9,5866,Othman Aziz  ,BN,UMNO,54132,44822,82.8,885,82.8,5,Kedah,Government,Yes
P006,Kubang Pasu,NA,Amiruddin Hamzah ,PH,PPBM,29984,40.6,Mohd Johari Baharum  ,BN,UMNO,16975,23,13009,Mohd Johari Baharum  ,BN,UMNO,73860,61452,83.2,1118,83.2,6,Kedah,Government,Yes
P006,Kubang Pasu,NA,Amiruddin Hamzah ,PH,PPBM,29984,40.6,Norhafiza Fadzil  ,GS,PAS,13375,18.1,13009,Mohd Johari Baharum  ,BN,UMNO,73860,61452,83.2,1118,83.2,6,Kedah,Government,Yes
P007,Padang Terap,NA,Mahdzir Khalid  ,BN,UMNO,16384,35.1,Mohd Azam Abd Aziz  ,GS,PAS,15285,32.8,1099,Mahdzir Khalid  ,BN,UMNO,46649,39932,85.6,1009,85.6,7,Kedah,Opposition,Yes
P007,Padang Terap,NA,Mahdzir Khalid  ,BN,UMNO,16384,35.1,Mohd Khairizal Khazali  ,PH,PAN,7254,15.6,1099,Mahdzir Khalid  ,BN,UMNO,46649,39932,85.6,1009,85.6,7,Kedah,Opposition,Yes
P008,Pokok Sena,NA,Mahfuz Omar  ,PH,PAN,28959,33.3,Muhamad Radhi Mat Din  ,GS,PAS,23401,26.9,5558,Mahfuz Omar  ,PH,PAN,86847,71910,82.8,1160,82.8,8,Kedah,Government,Yes
P008,Pokok Sena,NA,Mahfuz Omar  ,PH,PAN,28959,33.3,Said Ali Said Rastan  ,BN,UMNO,18390,21.2,5558,Mahfuz Omar  ,PH,PAN,86847,71910,82.8,1160,82.8,8,Kedah,Government,Yes
P009,Alor Setar,Alor Star,Chan Ming Kai  ,PH,PKR,32475,40.5,Muhammad Aminur Shafiq Mohamad Abduh  ,GS,PAS,17275,21.5,15200,Gooi Hsiao-Leung  ,PH,PKR,80266,65096,81.1,1165,81.1,9,Kedah,Government,No
P009,Alor Setar,Alor Star,Chan Ming Kai  ,PH,PKR,32475,40.5,Yoo Wei How  ,BN,MCA,14181,17.7,15200,Gooi Hsiao-Leung  ,PH,PKR,80266,65096,81.1,1165,81.1,9,Kedah,Government,No
P010,Kuala Kedah,NA,Azman Ismail ,PH,PKR,36624,37.5,Mohd Riduan Othman  ,GS,PAS,23143,23.7,13481,Azman Ismail ,PH,PKR,97760,80555,82.4,1388,82.4,10,Kedah,Government,Yes
P010,Kuala Kedah,NA,Azman Ismail ,PH,PKR,36624,37.5,Abdullah Hasnan Kamaruddin  ,BN,UMNO,19400,19.8,13481,Azman Ismail ,PH,PKR,97760,80555,82.4,1388,82.4,10,Kedah,Government,Yes
P011,Pendang,NA,Awang Hashim  ,GS,PAS,26536,35.4,Othman Abdul  ,BN,UMNO,20728,27.7,5808,Othman Abdul  ,BN,UMNO,74906,63371,84.6,1125,84.6,11,Kedah,Opposition,Yes
P011,Pendang,NA,Awang Hashim  ,GS,PAS,26536,35.4,Wan Saiful Wan Jan ,PH,PPBM,14901,19.9,5808,Othman Abdul  ,BN,UMNO,74906,63371,84.6,1125,84.6,11,Kedah,Opposition,Yes
P011,Pendang,NA,Awang Hashim  ,GS,PAS,26536,35.4,Abdul Malik Manaf ,NA,IND,81,0.1,5808,Othman Abdul  ,BN,UMNO,74906,63371,84.6,1125,84.6,11,Kedah,Opposition,Yes
P012,Jerai,NA,Sabri Azit  ,GS,PAS,22312,27.9,Jamil Khir Baharom  ,BN,UMNO,21773,27.2,539,Jamil Khir Baharom  ,BN,UMNO,79952,66920,83.7,1184,83.7,12,Kedah,Opposition,Yes
P012,Jerai,NA,Sabri Azit  ,GS,PAS,22312,27.9,Akhramsyah Muammar Ubaidah Sanusi ,PH,PPBM,21651,27.1,539,Jamil Khir Baharom  ,BN,UMNO,79952,66920,83.7,1184,83.7,12,Kedah,Opposition,Yes
P013,Sik,NA,Ahmad Tarmizi Sulaiman  ,GS,PAS,20088,39.9,Mansor Abd Rahman  ,BN,UMNO,14870,29.5,5218,Mansor Abd Rahman  ,BN,UMNO,50379,42772,84.9,844,84.9,13,Kedah,Opposition,Yes
P013,Sik,NA,Ahmad Tarmizi Sulaiman  ,GS,PAS,20088,39.9,Azli Che Uda  ,PH,PAN,6970,13.8,5218,Mansor Abd Rahman  ,BN,UMNO,50379,42772,84.9,844,84.9,13,Kedah,Opposition,Yes
P014,Merbok,NA,Nor Azrina Surip ,PH,PKR,30902,35.2,Tajul Urus Mat Zain ,BN,UMNO,20830,23.7,10072,Ismail Daut ,BN,UMNO,87811,72708,82.8,1358,82.8,14,Kedah,Government,No
P014,Merbok,NA,Nor Azrina Surip ,PH,PKR,30902,35.2,Ahmad Fauzi Ramli  ,GS,PAS,19618,22.3,10072,Ismail Daut ,BN,UMNO,87811,72708,82.8,1358,82.8,14,Kedah,Government,No
P015,Sungai Petani,NA,Johari Abdul ,PH,PKR,45532,40.5,Shahanim Mohamad Yusoff ,BN,UMNO,23963,21.3,21569,Johari Abdul ,PH,PKR,112526,93847,83.4,1313,83.4,15,Kedah,Government,Yes
P015,Sungai Petani,NA,Johari Abdul ,PH,PKR,45532,40.5,Shahri Long  ,GS,PAS,22760,20.2,21569,Johari Abdul ,PH,PKR,112526,93847,83.4,1313,83.4,15,Kedah,Government,Yes
P015,Sungai Petani,NA,Johari Abdul ,PH,PKR,45532,40.5,Sritharan Pichathu  ,NA,PRM,279,0.2,21569,Johari Abdul ,PH,PKR,112526,93847,83.4,1313,83.4,15,Kedah,Government,Yes
P016,Baling,NA,Abdul Azeez Abdul Rahim  ,BN,UMNO,38557,36,Hassan Saad  ,GS,PAS,37483,34.9,1074,Abdul Azeez Abdul Rahim  ,BN,UMNO,107250,92128,85.9,1616,85.9,16,Kedah,Opposition,Yes
P016,Baling,NA,Abdul Azeez Abdul Rahim  ,BN,UMNO,38557,36,Mohd Taufik Yaacob ,PH,PPBM,14472,13.5,1074,Abdul Azeez Abdul Rahim  ,BN,UMNO,107250,92128,85.9,1616,85.9,16,Kedah,Opposition,Yes
P017,Padang Serai,NA,Karuppaiya Muthusamy  ,PH,PKR,31724,37.4,Muhd Sobri Osman  ,GS,PAS,22911,27,8813,Surendran K. Nagarajan  ,PH,PKR,84811,71157,83.9,1073,83.9,17,Kedah,Government,No
P017,Padang Serai,NA,Karuppaiya Muthusamy  ,PH,PKR,31724,37.4,Leong Yong Kong ,BN,MCA,15449,18.2,8813,Surendran K. Nagarajan  ,PH,PKR,84811,71157,83.9,1073,83.9,17,Kedah,Government,No
P018,Kulim-Bandar Baharu,NA,Saifuddin Nasution Ismail  ,PH,PKR,23159,34.8,Abd. Aziz Sheikh Fadzir  ,BN,UMNO,18299,27.5,4860,Abd. Aziz Sheikh Fadzir  ,BN,UMNO,66574,55390,83.2,1047,83.2,18,Kedah,Government,Yes
P018,Kulim-Bandar Baharu,NA,Saifuddin Nasution Ismail  ,PH,PKR,23159,34.8,Hassan Abdul Razak  ,GS,PAS,12885,19.4,4860,Abd. Aziz Sheikh Fadzir  ,BN,UMNO,66574,55390,83.2,1047,83.2,18,Kedah,Government,Yes
P019,Tumpat,NA,Che Abdullah Mat Nawi  ,GS,PAS,47041,42.4,Wan Johani Wan Hussin  ,BN,UMNO,29541,26.6,17500,Kamarudin Jaffar  ,PH,PKR,110916,88733,80,2148,80,19,Kelantan,Opposition,No
P019,Tumpat,NA,Che Abdullah Mat Nawi  ,GS,PAS,47041,42.4,"Nordin Salleh
",PH,PPBM,10003,9,17500,Kamarudin Jaffar  ,PH,PKR,110916,88733,80,2148,80,19,Kelantan,Opposition,No
P020,Pengkalan Chepa,NA,Ahmad Marzuk Shaary ,GS,PAS,32592,43.2,Zaluzi Sulaiman ,BN,UMNO,19360,25.7,13232,Izani Husin  ,GS,PAS,75417,60862,80.7,1475,80.7,20,Kelantan,Opposition,No
P020,Pengkalan Chepa,NA,Ahmad Marzuk Shaary ,GS,PAS,32592,43.2,Mohamad Ibrahim ,PH,PAN,7435,9.9,13232,Izani Husin  ,GS,PAS,75417,60862,80.7,1475,80.7,20,Kelantan,Opposition,No
P021,Kota Bharu,NA,Takiyuddin Hassan,GS,PAS,28291,31.9,Husam Musa ,PH,PAN,22422,25.3,5869,Takiyuddin Hassan  ,GS,PAS,88709,68306,77,1337,77,21,Kelantan,Opposition,No
P021,Kota Bharu,NA,Takiyuddin Hassan,GS,PAS,28291,31.9,Fikhran Hamshi Mohamad Fatmi ,BN,UMNO,16256,18.3,5869,Takiyuddin Hassan  ,GS,PAS,88709,68306,77,1337,77,21,Kelantan,Opposition,No
P022,Pasir Mas,NA,Ahmad Fadhli Shaari ,GS,PAS,28080,39.4,Nor Asmawi Ab Rahman ,BN,UMNO,15005,21.1,13075,Nik Mohamed Abduh Nik Abdul Aziz  ,GS,PAS,71195,55319,77.7,1768,77.7,22,Kelantan,Opposition,No
P022,Pasir Mas,NA,Ahmad Fadhli Shaari ,GS,PAS,28080,39.4,Ibrahim Ali ,NA,IND,5373,7.5,13075,Nik Mohamed Abduh Nik Abdul Aziz  ,GS,PAS,71195,55319,77.7,1768,77.7,22,Kelantan,Opposition,No
P022,Pasir Mas,NA,Ahmad Fadhli Shaari ,GS,PAS,28080,39.4,Che Ujang Che Daud ,PH,PKR,5093,7.2,13075,Nik Mohamed Abduh Nik Abdul Aziz  ,GS,PAS,71195,55319,77.7,1768,77.7,22,Kelantan,Opposition,No
P023,Rantau Panjang,NA,Siti Zailah Mohd Yusoff ,GS,PAS,24581,37.2,Abdullah Mat Yasim ,BN,UMNO,18431,27.9,6150,Siti Zailah Mohd Yusoff  ,GS,PAS,66097,49639,75.1,1266,75.1,23,Kelantan,Opposition,No
P023,Rantau Panjang,NA,Siti Zailah Mohd Yusoff ,GS,PAS,24581,37.2,Wan Shah Jihan Wan Din ,PH,PAN,5361,8.1,6150,Siti Zailah Mohd Yusoff  ,GS,PAS,66097,49639,75.1,1266,75.1,23,Kelantan,Opposition,No
P024,Kubang Kerian,NA,Tuan Ibrahim Tuan Man ,GS,PAS,35620,43.4,Muhamad Abdul Ghani ,BN,UMNO,16251,19.8,19369,Ahmad Baihaki Atiqullah ,GS,PAS,82006,64867,79.1,1439,79.1,24,Kelantan,Opposition,No
P024,Kubang Kerian,NA,Tuan Ibrahim Tuan Man ,GS,PAS,35620,43.4,Abd Halim Yusof ,PH,PAN,11557,14.1,19369,Ahmad Baihaki Atiqullah ,GS,PAS,82006,64867,79.1,1439,79.1,24,Kelantan,Opposition,No
P025,Bachok,NA,Nik Mohamed Abduh Nik Abdul Aziz ,GS,PAS,36188,39.1,Awang Adek Hussin ,BN,UMNO,32896,35.5,3292,Ahmad Marzuk Shaary ,GS,PAS,92615,75945,82,1981,82,25,Kelantan,Opposition,No
P025,Bachok,NA,Nik Mohamed Abduh Nik Abdul Aziz ,GS,PAS,36188,39.1,Zulkifli Zakaria ,PH,PPBM,4880,5.3,3292,Ahmad Marzuk Shaary ,GS,PAS,92615,75945,82,1981,82,25,Kelantan,Opposition,No
P026,Ketereh,NA,Annuar Musa,BN,UMNO,25467,39,Wan Ismail Wan Jusoh ,GS,PAS,20841,31.9,4626,Annuar Musa ,BN,UMNO,65232,54404,83.4,1297,83.4,26,Kelantan,Opposition,No
P026,Ketereh,NA,Annuar Musa,BN,UMNO,25467,39,Mohd Radzi Md Jidin,PH,PPBM,6799,10.4,4626,Annuar Musa ,BN,UMNO,65232,54404,83.4,1297,83.4,26,Kelantan,Opposition,No
P027,Tanah Merah,NA,Ikmal Hisham Abdul Aziz ,BN,UMNO,28152,38.5,Johari Mat ,GS,PAS,25223,34.5,2929,Ikmal Hisham Abdul Aziz ,BN,UMNO,73216,59598,81.4,1476,81.4,27,Kelantan,Opposition,Yes
P027,Tanah Merah,NA,Ikmal Hisham Abdul Aziz ,BN,UMNO,28152,38.5,Mohamad Fauzi Zakaria ,PH,PKR,4747,6.5,2929,Ikmal Hisham Abdul Aziz ,BN,UMNO,73216,59598,81.4,1476,81.4,27,Kelantan,Opposition,Yes
P028,Pasir Putih,NA,Nik Muhammad Zawawi Salleh ,GS,PAS,32307,37.8,Asyraf Wajdi Dusuki ,BN,UMNO,30947,36.3,1360,Nik Mazian Nik Mohamad ,GS,PAS,85367,69745,81.7,1595,81.7,28,Kelantan,Opposition,No
P028,Pasir Putih,NA,Nik Muhammad Zawawi Salleh ,GS,PAS,32307,37.8,Kamaruddin Mohd Noor ,PH,PPBM,4896,5.7,1360,Nik Mazian Nik Mohamad ,GS,PAS,85367,69745,81.7,1595,81.7,28,Kelantan,Opposition,No
P029,Machang,NA,Ahmad Jazlan Yaakub ,BN,UMNO,26076,38.2,Zulkifli Mamat ,GS,PAS,23252,34,2824,Ahmad Jazlan Yaakub ,BN,UMNO,68349,56320,82.4,1297,82.4,29,Kelantan,Opposition,Yes
P029,Machang,NA,Ahmad Jazlan Yaakub ,BN,UMNO,26076,38.2,Sazmi Miah ,PH,PPBM,5695,8.3,2824,Ahmad Jazlan Yaakub ,BN,UMNO,68349,56320,82.4,1297,82.4,29,Kelantan,Opposition,Yes
P030,Jeli,NA,Mustapa Mohamed ,BN,UMNO,21665,45.7,Mohamad Hamid ,GS,PAS,15018,31.6,6647,Mustapa Mohamed  ,BN,UMNO,47457,39627,83.5,866,83.5,30,Kelantan,Opposition,No
P030,Jeli,NA,Mustapa Mohamed ,BN,UMNO,21665,45.7,Azran Deraman ,PH,PPBM,2078,4.4,6647,Mustapa Mohamed  ,BN,UMNO,47457,39627,83.5,866,83.5,30,Kelantan,Opposition,No
P031,Kuala Krai,NA,Abdul Latiff Abdul Rahman ,GS,PAS,28903,41.1,Ramzi Ab Rahman ,BN,UMNO,20911,29.7,7992,Mohd Hatta Md Ramli  ,PH,PAN,70347,56278,80,1291,80,31,Kelantan,Opposition,No
P031,Kuala Krai,NA,Abdul Latiff Abdul Rahman ,GS,PAS,28903,41.1,Mohd Yazid Abdullah ,PH,PAN,5173,7.4,7992,Mohd Hatta Md Ramli  ,PH,PAN,70347,56278,80,1291,80,31,Kelantan,Opposition,No
P032,Gua Musang,NA,Tengku Razaleigh Tengku Mohd Hamzah ,BN,UMNO,19426,37,Abdullah Hussein ,GS,PAS,15513,29.6,3913,Tengku Razaleigh Tengku Mohd Hamzah  ,BN,UMNO,52491,41206,78.5,1270,78.5,32,Kelantan,Opposition,No
P032,Gua Musang,NA,Tengku Razaleigh Tengku Mohd Hamzah ,BN,UMNO,19426,37,Mohd Nor Hussin ,PH,PPBM,4997,9.5,3913,Tengku Razaleigh Tengku Mohd Hamzah  ,BN,UMNO,52491,41206,78.5,1270,78.5,32,Kelantan,Opposition,No
P033,Besut,NA,Idris Jusoh  ,BN,UMNO,34335,39.6,Riduan Mohamad Nor  ,GS,PAS,29736,34.3,4599,Idris Jusoh  ,BN,UMNO,86614,72323,83.5,1388,83.5,33,Terengganu,Opposition,Yes
P033,Besut,NA,Idris Jusoh  ,BN,UMNO,34335,39.6,Wan Nazari Wan Jusoh  ,PH,PPBM,6864,7.9,4599,Idris Jusoh  ,BN,UMNO,86614,72323,83.5,1388,83.5,33,Terengganu,Opposition,Yes
P034,Setiu,NA,Shaharizukirnain Abd Kadir  ,GS,PAS,35020,40.6,Mohd Jidin Shafee  ,BN,UMNO,32218,37.3,2802,Che Mohamad Zulkifly Jusoh  ,BN,UMNO,86268,73673,85.4,1695,85.4,34,Terengganu,Opposition,No
P034,Setiu,NA,Shaharizukirnain Abd Kadir  ,GS,PAS,35020,40.6,Mohd Faudzi Musa  ,PH,PPBM,4740,5.5,2802,Che Mohamad Zulkifly Jusoh  ,BN,UMNO,86268,73673,85.4,1695,85.4,34,Terengganu,Opposition,No
P035,Kuala Nerus,NA,Mohd Khairuddin Aman Razali  ,GS,PAS,37974,45.4,Tengku Asmadi Tengku Mohamad  ,BN,UMNO,29527,35.3,8447,Mohd Khairuddin Aman Razali  ,GS,PAS,83669,73211,87.5,1106,87.5,35,Terengganu,Opposition,Yes
P035,Kuala Nerus,NA,Mohd Khairuddin Aman Razali  ,GS,PAS,37974,45.4,Abdullah Muhamad  ,PH,PAN,4604,5.5,8447,Mohd Khairuddin Aman Razali  ,GS,PAS,83669,73211,87.5,1106,87.5,35,Terengganu,Opposition,Yes
P036,Kuala Terengganu,NA,Ahmad Amzad Mohamed @ Hashim  ,GS,PAS,42988,41.5,Wan Nawawi Wan Ismail  ,BN,UMNO,28215,27.2,14773,Raja Kamarul Bahrin Shah Raja Ahmad ,PH,PAN,103643,87786,84.7,1203,84.7,36,Terengganu,Opposition,No
P036,Kuala Terengganu,NA,Ahmad Amzad Mohamed @ Hashim  ,GS,PAS,42988,41.5,Raja Kamarul Bahrin Shah Raja Ahmad  ,PH,PAN,15380,14.8,14773,Raja Kamarul Bahrin Shah Raja Ahmad ,PH,PAN,103643,87786,84.7,1203,84.7,36,Terengganu,Opposition,No
P037,Marang,NA,Abd Hadi Awang  ,GS,PAS,53749,51.2,Mohamad Nor Endut  ,BN,UMNO,31795,30.3,21954,Abd Hadi Awang ,GS,PAS,104955,92046,87.7,1364,87.7,37,Terengganu,Opposition,No
P037,Marang,NA,Abd Hadi Awang  ,GS,PAS,53749,51.2,Zarawi Sulong  ,PH,PAN,5138,4.9,21954,Abd Hadi Awang ,GS,PAS,104955,92046,87.7,1364,87.7,37,Terengganu,Opposition,No
P038,Hulu Terengganu,NA,Rosol Wahid ,BN,UMNO,30925,42.1,Muhyiddin Ab Rashid  ,GS,PAS,28057,38.2,2868,Jailani Johari  ,BN,UMNO,73497,63428,86.3,1082,86.3,38,Terengganu,Opposition,No
P038,Hulu Terengganu,NA,Rosol Wahid ,BN,UMNO,30925,42.1,Razali Idris  ,PH,PPBM,3364,4.6,2868,Jailani Johari  ,BN,UMNO,73497,63428,86.3,1082,86.3,38,Terengganu,Opposition,No
P039,Dungun,NA,Wan Hassan Mohd Ramli ,GS,PAS,40850,45.2,Din Adam  ,BN,UMNO,27731,30.7,13119,Wan Hassan Mohd Ramli  ,GS,PAS,90455,76706,84.8,1292,84.8,39,Terengganu,Opposition,No
P039,Dungun,NA,Wan Hassan Mohd Ramli ,GS,PAS,40850,45.2,Abd Rahman Yusof  ,PH,PKR,6833,7.6,13119,Wan Hassan Mohd Ramli  ,GS,PAS,90455,76706,84.8,1292,84.8,39,Terengganu,Opposition,No
P040,Kemaman,NA,Che Alias Hamid  ,GS,PAS,39878,37.1,Ahmad Shabery Cheek  ,BN,UMNO,37715,35,2163,Ahmad Shabery Cheek ,BN,UMNO,107610,92007,85.5,1503,85.5,40,Terengganu,Opposition,No
P040,Kemaman,NA,Che Alias Hamid  ,GS,PAS,39878,37.1,Mohd Huzaifah Md Suhaimi  ,PH,PKR,12911,12,2163,Ahmad Shabery Cheek ,BN,UMNO,107610,92007,85.5,1503,85.5,40,Terengganu,Opposition,No
P041,Kepala Batas,NA,Reezal Merican Naina Merican  ,BN,UMNO,22459,37.1,Zaidi Zakaria  ,PH,PAN,17723,29.3,4736,Reezal Merican Naina Merican  ,BN,UMNO,60509,53127,87.8,825,87.8,41,Penang,Opposition,Yes
P041,Kepala Batas,NA,Reezal Merican Naina Merican  ,BN,UMNO,22459,37.1,Siti Mastura Muhamad  ,GS,PAS,12120,20,4736,Reezal Merican Naina Merican  ,BN,UMNO,60509,53127,87.8,825,87.8,41,Penang,Opposition,Yes
P042,Tasek Gelugor,NA,Shabudin Yahaya  ,BN,UMNO,18547,30.5,Marzuki Yahya ,PH,PPBM,18466,30.3,81,Shabudin Yahaya  ,BN,UMNO,60863,52890,86.9,986,86.9,42,Penang,Opposition,Yes
P042,Tasek Gelugor,NA,Shabudin Yahaya  ,BN,UMNO,18547,30.5,Rizal Hafiz Ruslan  ,GS,PAS,14891,24.5,81,Shabudin Yahaya  ,BN,UMNO,60863,52890,86.9,986,86.9,42,Penang,Opposition,Yes
P043,Bagan,NA,Lim Guan Eng  ,PH,DAP,51653,72.1,Michael Lee Beng Seng  ,BN,MCA,7751,10.8,43902,Lim Guan Eng  ,PH,DAP,71596,60642,84.7,555,84.7,43,Penang,Government,Yes
P043,Bagan,NA,Lim Guan Eng  ,PH,DAP,51653,72.1,Huan Cheng Guan  ,NA,PCM,502,0.7,43902,Lim Guan Eng  ,PH,DAP,71596,60642,84.7,555,84.7,43,Penang,Government,Yes
P043,Bagan,NA,Lim Guan Eng  ,PH,DAP,51653,72.1,Koay Xing Boon  ,NA,MUP,181,0.3,43902,Lim Guan Eng  ,PH,DAP,71596,60642,84.7,555,84.7,43,Penang,Government,Yes
P044,Permatang Pauh,NA,Nurul Izzah Anwar  ,PH,PKR,35534,43.4,Mohd Zaidi Mohd Said  ,BN,UMNO,19866,24.3,15668,Wan Azizah Wan Ismail  ,PH,PKR,81812,70686,86.4,858,86.4,44,Penang,Government,No
P044,Permatang Pauh,NA,Nurul Izzah Anwar  ,PH,PKR,35534,43.4,Afnan Hamimi Taib Azamudden  ,GS,PAS,14428,17.6,15668,Wan Azizah Wan Ismail  ,PH,PKR,81812,70686,86.4,858,86.4,44,Penang,Government,No
P045,Bukit Mertajam,NA,Steven Sim Chee Keong ,PH,DAP,63784,71.7,Gui Guat Lye  ,BN,MCA,10907,12.3,52877,Steven Sim Chee Keong ,PH,DAP,88966,75977,85.4,1286,85.4,45,Penang,Government,Yes
P046,Batu Kawan,NA,Kasthuriraani P. Patto ,PH,DAP,42683,65.2,Jayanthi Devi Balaguru  ,BN,GERAKAN,9130,14,33553,Kasthuriraani P. Patto ,PH,DAP,65423,55479,84.8,774,84.8,46,Penang,Government,Yes
P046,Batu Kawan,NA,Kasthuriraani P. Patto ,PH,DAP,42683,65.2,Jay Kumar Balakrishnan  ,GS,PAS,2636,4,33553,Kasthuriraani P. Patto ,PH,DAP,65423,55479,84.8,774,84.8,46,Penang,Government,Yes
P046,Batu Kawan,NA,Kasthuriraani P. Patto ,PH,DAP,42683,65.2,Patrick Ooi Khar Giap  ,NA,PFP,256,0.4,33553,Kasthuriraani P. Patto ,PH,DAP,65423,55479,84.8,774,84.8,46,Penang,Government,Yes
P047,Nibong Tebal,NA,Mansor Othman  ,PH,PKR,35395,48.2,Shaik Hussein Mydin  ,BN,UMNO,19578,26.7,15817,Mansor Othman,PH,PKR,73401,63199,86.1,1020,86.1,47,Penang,Government,No
P047,Nibong Tebal,NA,Mansor Othman  ,PH,PKR,35395,48.2,Mohd Helmi Harun  ,GS,PAS,6875,9.4,15817,Mansor Othman,PH,PKR,73401,63199,86.1,1020,86.1,47,Penang,Government,No
P047,Nibong Tebal,NA,Mansor Othman  ,PH,PKR,35395,48.2,Tan Tee Beng ,NA,IND,331,0.5,15817,Mansor Othman,PH,PKR,73401,63199,86.1,1020,86.1,47,Penang,Government,No
P048,Bukit Bendera,NA,Wong Hon Wai  ,PH,DAP,50049,66.7,Andy Yong Kim Seng  ,BN,GERAKAN,9318,12.4,40731,Zairil Khir Johari ,PH,DAP,75067,60429,80.5,723,80.5,48,Penang,Government,No
P048,Bukit Bendera,NA,Wong Hon Wai  ,PH,DAP,50049,66.7,Tan Gim Theam  ,NA,MUP,339,0.5,40731,Zairil Khir Johari ,PH,DAP,75067,60429,80.5,723,80.5,48,Penang,Government,No
P049,Tanjong,NA,Chow Kon Yeow  ,PH,DAP,34663,69.9,Ng Siew Lai  ,BN,GERAKAN,5064,10.2,29599,Ng Wei Aik ,PH,DAP,49604,40130,80.9,403,80.9,49,Penang,Government,No
P050,Jelutong,NA,Sanisvara Nethaji Rayer Rajaji  ,PH,DAP,50700,65.9,Baljit Singh Jigiri Singh  ,BN,GERAKAN,12529,16.3,38171,Jeff Ooi Chuan Aun ,PH,DAP,76977,64584,83.9,918,83.9,50,Penang,Government,No
P050,Jelutong,NA,Sanisvara Nethaji Rayer Rajaji  ,PH,DAP,50700,65.9,Tan Sim Bee  ,NA,MUP,437,0.6,38171,Jeff Ooi Chuan Aun ,PH,DAP,76977,64584,83.9,918,83.9,50,Penang,Government,No
P051,Bukit Gelugor,NA,Ramkarpal Singh Deo ,PH,DAP,65622,71.6,Low Joo Hiap  ,BN,MCA,9671,10.6,55951,Ramkarpal Singh Deo ,PH,DAP,91603,76489,83.5,784,83.5,51,Penang,Government,Yes
P051,Bukit Gelugor,NA,Ramkarpal Singh Deo ,PH,DAP,65622,71.6,Lai Xue Ching  ,NA,MUP,412,0.4,55951,Ramkarpal Singh Deo ,PH,DAP,91603,76489,83.5,784,83.5,51,Penang,Government,Yes
P052,Bayan Baru,NA,Sim Tze Tzin  ,PH,PKR,51555,56.8,Chuah Seng Guan  ,BN,MCA,13804,15.2,37751,Sim Tze Tzin ,PH,PKR,90770,75884,83.6,1035,83.6,52,Penang,Government,No
P052,Bayan Baru,NA,Sim Tze Tzin  ,PH,PKR,51555,56.8,Iszuree Ibrahim  ,GS,PAS,8757,9.6,37751,Sim Tze Tzin ,PH,PKR,90770,75884,83.6,1035,83.6,52,Penang,Government,No
P052,Bayan Baru,NA,Sim Tze Tzin  ,PH,PKR,51555,56.8,Yim Boon Leong  ,NA,MUP,733,0.8,37751,Sim Tze Tzin ,PH,PKR,90770,75884,83.6,1035,83.6,52,Penang,Government,No
